0,19.7371,3.11164,-3.11348,19.702,3.14
1,19.7371,3.11164,-3.11348,19.702,3.14
2,19.7371,3.11164,-3.11348,19.702,3.14
3,19.7371,3.11164,-3.11348,19.702,3.14
4,19.7371,3.11164,-3.11348,19.702,3.14
5,19.7357,3.11056,-3.11286,19.702,3.14
6,19.7357,3.11056,-3.11286,19.702,3.14
7,19.7357,3.11056,-3.11286,19.702,3.14
8,19.7357,3.11056,-3.11286,19.702,3.14
9,19.7357,3.11056,-3.11286,19.702,3.14
10,19.7359,3.11013,-3.1128,19.702,3.14
11,19.7359,3.11013,-3.1128,19.702,3.14
12,19.7359,3.11013,-3.1128,19.702,3.14
13,19.7359,3.11013,-3.1128,19.702,3.14
14,19.7359,3.11013,-3.1128,19.702,3.14
15,19.7346,3.10909,-3.11255,19.702,3.14
16,19.7346,3.10909,-3.11255,19.702,3.14
17,19.7346,3.10909,-3.11255,19.702,3.14
18,19.7346,3.10909,-3.11255,19.702,3.14
19,19.7346,3.10909,-3.11255,19.702,3.14
20,19.7338,3.10879,-3.11222,19.702,3.14
21,19.7338,3.10879,-3.11222,19.702,3.14
22,19.7338,3.10879,-3.11222,19.702,3.14
23,19.7338,3.10879,-3.11222,19.702,3.14
24,19.7338,3.10879,-3.11222,19.702,3.14
25,19.7352,3.11037,-3.11271,19.702,3.14
26,19.7352,3.11037,-3.11271,19.702,3.14
27,19.7352,3.11037,-3.11271,19.702,3.14
28,19.7352,3.11037,-3.11271,19.702,3.14
29,19.7352,3.11037,-3.11271,19.702,3.14
30,19.7352,3.11078,-3.11287,19.702,3.14
31,19.7352,3.11078,-3.11287,19.702,3.14
32,19.7352,3.11078,-3.11287,19.702,3.14
33,19.7352,3.11078,-3.11287,19.702,3.14
34,19.7352,3.11078,-3.11287,19.702,3.14
35,19.7362,3.11059,-3.113,19.702,3.14
36,19.7362,3.11059,-3.113,19.702,3.14
37,19.7362,3.11059,-3.113,19.702,3.14
38,19.7362,3.11059,-3.113,19.702,3.14
39,19.7362,3.11059,-3.113,19.702,3.14
40,19.7329,3.10854,-3.11224,19.702,3.14
41,19.7329,3.10854,-3.11224,19.702,3.14
42,19.7329,3.10854,-3.11224,19.702,3.14
43,19.7329,3.10854,-3.11224,19.702,3.14
44,19.7329,3.10854,-3.11224,19.702,3.14
45,19.7294,3.1094,-3.11305,19.702,3.14
46,19.7294,3.1094,-3.11305,19.702,3.14
47,19.7294,3.1094,-3.11305,19.702,3.14
48,19.7294,3.1094,-3.11305,19.702,3.14
49,19.7238,3.1075,-3.11271,19.702,3.14
50,19.7238,3.1075,-3.11271,19.702,3.14
